"Date","Price","Open","High","Low","Vol.","Change %"
"03/30/2020","232.45","227.05","234.70","225.09","167.23M","-0.57%"
"03/27/2020","233.79","239.11","239.48","227.01","249.10M","1.94%"
"03/26/2020","229.34","231.91","236.61","229.22","290.84M","-1.52%"
"03/25/2020","232.89","228.37","233.42","224.74","306.11M","5.70%"
"03/24/2020","220.34","207.65","220.34","205.41","225.73M","9.15%"
"03/23/2020","201.87","200.80","206.66","198.67","210.30M","-5.52%"
"03/20/2020","213.67","204.84","214.08","200.54","269.35M","7.22%"
"03/19/2020","199.28","220.72","220.85","196.27","303.56M","-7.67%"
"03/18/2020","215.83","228.63","230.04","215.81","208.04M","-4.87%"
"03/17/2020","226.89","222.94","234.56","222.46","216.73M","-2.61%"
"03/16/2020","232.97","245.21","245.21","232.76","175.05M","-3.19%"
"03/13/2020","240.65","231.71","246.19","227.36","298.90M","-2.81%"
"03/12/2020","247.62","253.93","255.49","243.76","242.47M","-3.65%"
"03/11/2020","257.01","264.63","265.04","255.69","194.21M","-2.89%"
"03/10/2020","264.67","261.94","265.57","260.75","173.09M","0.59%"
"03/09/2020","263.11","266.39","267.75","261.76","182.67M","-4.36%"
"03/06/2020","275.10","276.74","278.31","274.00","140.90M","-2.23%"
"03/05/2020","281.38","280.66","282.05","277.91","147.44M","1.17%"
"03/04/2020","278.13","270.13","278.90","270.13","208.46M","2.42%"
"03/03/2020","271.56","277.44","277.54","270.79","146.72M","0.44%"
"03/02/2020","270.37","269.59","272.60","265.70","163.72M","0.88%"
"02/28/2020","268.02","272.33","273.98","267.23","202.61M","-3.27%"
"02/27/2020","277.09","279.46","281.09","276.07","110.50M","-1.02%"
"02/26/2020","279.94","278.45","281.98","277.68","119.55M","-1.51%"
"02/25/2020","284.24","280.48","284.63","279.77","117.03M","1.15%"
"02/24/2020","281.02","285.51","286.62","281.02","132.82M","-3.90%"
"02/21/2020","292.42","292.16","295.24","291.96","100.71M","-1.43%"
"02/20/2020","296.65","300.34","301.35","295.01","90.01M","-0.56%"
"02/19/2020","298.33","299.68","300.38","295.53","84.26M","0.20%"
"02/18/2020","297.74","300.26","301.29","297.20","84.75M","-1.66%"
"02/17/2020","302.76","302.84","304.05","300.99","84.28M","-0.08%"
"02/14/2020","303.01","300.95","304.20","299.18","80.53M","0.69%"
"02/13/2020","300.93","302.79","304.43","300.48","115.07M","-0.20%"
"02/12/2020","301.54","299.83","302.20","298.09","110.63M","0.76%"
"02/11/2020","299.28","297.91","301.10","297.48","78.35M","1.03%"
"02/10/2020","296.24","294.07","296.73","293.33","72.22M","-0.66%"
"02/07/2020","298.21","299.59","300.05","296.01","108.11M","-0.81%"
"02/06/2020","300.65","294.74","300.98","294.32","110.22M","2.96%"
"02/05/2020","292.02","293.57","294.26","290.30","102.64M","0.46%"
"02/04/2020","290.68","285.19","291.38","285.11","105.45M","1.98%"
"02/03/2020","285.05","280.17","286.24","279.78","111.06M","0.18%"
"01/31/2020","284.53","290.24","291.47","284.53","101.46M","-1.33%"
"01/30/2020","288.37","293.27","294.11","287.09","101.54M","-1.91%"
"01/29/2020","293.98","294.38","295.67","292.45","85.73M","0.41%"
"01/28/2020","292.77","294.98","296.30","291.30","130.17M","-3.16%"
"01/23/2020","302.33","303.77","304.72","301.71","86.91M","-1.23%"
"01/22/2020","306.08","301.79","306.52","301.16","79.33M","1.31%"
"01/21/2020","302.11","304.94","306.09","301.85","67.63M","-1.14%"
"01/20/2020","305.58","304.99","307.54","304.77","78.04M","0.75%"
"01/17/2020","303.30","305.07","306.05","302.51","81.54M","0.17%"
"01/16/2020","302.78","299.93","302.91","298.95","85.71M","1.01%"
"01/15/2020","299.74","299.91","301.13","298.82","71.77M","-0.59%"
"01/14/2020","301.53","302.20","303.61","300.69","92.12M","0.47%"
"01/13/2020","300.13","296.62","300.31","296.53","81.68M","1.03%"
"01/10/2020","297.06","294.80","297.17","294.17","94.16M","0.90%"
"01/09/2020","294.41","293.83","294.41","292.10","111.79M","1.72%"
"01/08/2020","289.42","288.94","291.01","287.30","124.53M","-0.62%"
"01/07/2020","291.23","290.01","292.26","289.64","65.35M","0.97%"
"01/06/2020","288.43","287.73","289.41","287.49","69.96M","-0.79%"
